,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
656,موظف صندوق محاسبة,12/05/1444,شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),1-1052152,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026331048,0,Both,4000.0
657,بائع,12/05/1444,شركة المضخات الحديثة المحدودة,1-2268732,خاص,صغيرة فئة ب,بيع معدات ضخ المياه,"['Language data', 'الانكليزية', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026330830,0,Male,5000.0
658,مندوب مبيعات,12/05/1444,مؤسسة رؤية المتقدمة للتجارة,9-2048059,خاص,صغيرة فئة ب,البيع بالتجزئة للأجهزة والمعدات والمستلزمات الطبية,"['Professional certificate \\ License data', 'رخصة قيادة', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '6000.0', 'Benefits', 'مزايا اخرى']",دوام كامل,0 / 3,20202026330772,2,Female,6000.0
659,أخصائي تنظيم مؤتمرات وفعاليات,09/05/1444,جمعية قدوة وطن الاجتماعية,1-2081191,خاص,صغيرة فئة أ,الجمعيات والهيئات الدينية,"['Skill data', 'اجادة تنفيذ وتنظيم المؤتمرات وما في حكمها', 'متوسط', 'Language data', 'العربي و الانجليزي', 'متوسط', 'Professional certificate \\ License data', 'ادارة تنظيم الفعاليات ', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', '2000  قد يختلف الراتب والمزايا بناء على اثر المقابلة ', 'العمل سيكون لساعات مححدة في اليوم مابين 4- 5 ساعات ', 'وقد يتم اختيار مواعيد العمل وفق لرغبة الموظف ', '', 'العمل شبه تطوعي في جمعية تعنى بخدمة المجتمع']",دوام كامل,0 / 2,20202026326208,4,Female,4000.0
660,أخصائي إعلامي,09/05/1444,شركة اتقان الأعمال المحدودة (شركة شخص واحد),15-1945512,خاص,صغيرة فئة أ,أنشطة التطهير والتبخير لإبادة الحشرات والقوارض,"['Language data', 'الإنجليزي', 'محترف']",المنطقة الشرقية,ATH THUQB...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026326200,0,Female,8000.0
661,محاسب,09/05/1444,شركة هدية الأبنية للمقاولات,13-1143678,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026326157,2,Female,4000.0
662,موظف استقبال,09/05/1444,عيادة سحابة البيطرية,8-1968537,خاص,صغيرة فئة أ,أنشطة العيادات البيطرية,"['Skill data', 'تحمل المسؤولية', 'محترف', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'رخصة قيادة ', 'ضروري']",المنطقة الشرقية,AL HUFUF...,"['Salary', '4400.0']",دوام كامل,0 / 1,20202026326135,2,Female,4400.0
663,مدير إعلام رقمي,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,13-2003397,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,Unknown,مكة المكرمة,MAKKAH AL...,"['Salary', '5000.0']",دوام كامل,0 / 10,20202026326108,0,Both,5000.0
664,أخصائي تسويق,13/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,13-2003397,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,"['Language data', 'الانجليزي ', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '5000.0', 'Benefits', 'أوفر تايم - عمولات - أجازة يوم فالسبوع']",دوام كامل,0 / 10,20202026326106,0,Both,5000.0
665,أخصائي خدمة عملاء,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,13-2003397,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,"['Skill data', 'فن لبقاة - طلاقة فالتحدث - المظهر العام - ', 'محترف', 'Language data', 'انجليزي - عربي ', 'محترف']",الرياض,MAKKAH AL...,"['Salary', '5000.0', 'Benefits', 'أوفر تايم عمولات - أجارز يوم فالاسبوع ']",دوام كامل,0 / 50,20202026326105,0,Both,5000.0
666,سائق سيارة,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,13-2003397,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,"['Skill data', 'لباقة - فن التحدث', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '5000.0', 'Benefits', 'أوفر تايم - أجارز يوم واحد في الاسبوع - عمولات اضافية ']",دوام كامل,0 / 50,20202026326104,0,Both,5000.0
667,محلل نظم المعلومات,09/05/1444,مؤسسة العربية الرائدة للمقاولات,4-1753127,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,"['Language data', 'العربية', 'محترف', 'الإنجليزية', 'محترف']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026326086,2,Both,8000.0
668,مدير فرع,07/05/1444,شركة شوش لتقديم المشروبات,1-2616406,خاص,صغيرة فئة أ,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026315730,4,Female,5000.0
669,مندوب مبيعات,07/05/1444,مصنع الشارد للحديد,1-2084883,خاص,متوسطة فئة ب,صناعة منتجات من الحديد أو من الصلب ...الخ ، بواسطة السحب أو البثق أو الدرفلة,"['Skill data', 'الكمبيوتر', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026315715,2,Male,4000.0
670,مدرب مهني,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,1-2123051,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026315707,0,Male,4000.0
671,مدرب أعمال وإدارة,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,1-2123051,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026315704,0,Male,4000.0
672,محامي,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,1-2123051,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,"['Professional certificate \\ License data', 'رخصة محاماة سارية', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026315701,4,Both,4000.0
673,فني صيانة أجهزة إلكترونية,07/05/1444,مجموعةالذيابي للمقاولات,1-4320,خاص,متوسطة فئة ج,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026315625,0,Both,4000.0
674,مشرف تنظيف وتدبير,07/05/1444,مجموعةالذيابي للمقاولات,1-4320,خاص,متوسطة فئة ج,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026315617,0,Both,4000.0
675,كاتب علاقات حكومية,07/05/1444,شركة التكامل التقني للخدمات الصناعية المحدودة,15-34507,خاص,متوسطة فئة ج,تمديد انابيب النفط والغاز,"['Language data', 'اللغة الانجليزية ', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '4320.0']",دوام كامل,0 / 2,20202026315459,0,Male,4320.0
676,كاتب استعلامات مركز خدمة عملاء,07/05/1444,الشركة السعودية للخدمات الارضية,9-145877,خاص,عملاقة,أنشطة وكالات شركات الطيران,"['Language data', 'اللغة العربية', 'محترف', 'اللغة الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4630.0', 'Benefits', 'بدل التذاكر سنوياً حسب سياسة الشركة', 'التأمين الطبي للموظف والمعالين حسب مجلي الضمان الصحي']",دوام كامل,0 / 50,20202026315174,0,Both,4630.0
677,مشغل آلة تعبئة منتجات كيميائية,17/05/1444,فرع شركة التحالف الحديث لتموين الطائرات بالوقود المحدودة,4-103906,خاص,متوسطة فئة ب,مناولة وقود وزيت الطائرات,Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '4375.0', 'Benefits', '850 بدل نقل وطبيعة ']",دوام كامل,0 / 5,20202026336924,0,Male,4375.0
678,سائق حافلة,17/05/1444,شركة هادي حمد آل همام للمقاولات,5-1376465,خاص,كبيرة,إصلاح وصيانة الجسور والأنفاق,"['Professional certificate \\ License data', 'رخصة نقل ثقيل', 'ضروري']",المنطقة الشرقية,AL JUBAIL...,"['Salary', '4500.0']",دوام كامل,0 / 5,20202026336554,0,Male,4500.0
679,فني معادن,17/05/1444,شركة هادي حمد آل همام للمقاولات,5-1376465,خاص,كبيرة,إصلاح وصيانة الجسور والأنفاق,"['Skill data', 'صيانة معادن', 'متوسط', 'Language data', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'شهادة مشكل معادن', 'ضروري']",المنطقة الشرقية,AS SAFFAN...,"['Salary', '5066.0']",دوام كامل,0 / 20,20202026336532,2,Male,5066.0
680,عامل كاونتر مأكولات ومشروبات,17/05/1444,مؤسسة اركان الغذاء لتقديم الوجبات,1-2495655,خاص,صغيرة فئة ب,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '4500.0']",دوام كامل,0 / 10,20202026335668,0,Both,4500.0
681,عامل كاونتر مأكولات ومشروبات,17/05/1444,شركة تقارير لتقنية المعلومات,1-2434346,خاص,صغيرة فئة أ,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '4500.0']",دوام كامل,0 / 2,20202026335664,0,Both,4500.0
682,سكرتير,16/05/1444,مكتب نبيل محمد محمد القحطاني للمحاماة و الاستشارات القانونية,15-1972660,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,Unknown,المنطقة الشرقية,AL KHUBAR...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026335480,0,Female,4000.0
683,سكرتير,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,13-88069,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,Unknown,الباحة,BAYDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026335366,0,Male,4500.0
684,فني كهربائي شبكات توزيع هوائية,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,13-88069,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,Unknown,الباحة,AL ATAWLA...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026335365,0,Male,4500.0
685,مدخل بيانات,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,13-88069,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,"['Skill data', 'سرعة استعمال الحاسب', 'محترف']",الباحة,BAYDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026335363,0,Male,4500.0
686,بائع عطور,15/05/1444,مؤسسة أبيات العطور للتجارة,17-1981463,خاص,صغيرة فئة ب,البيع بالتجزئة لمستحضرات التجميل وصابون الزينة,Unknown,حائل,HAIL...,"['Salary', '4000.0']",دوام كامل,0 / 3,20202026334999,0,Female,4000.0
687,كاتب استعلامات مركز خدمة عملاء,15/05/1444,الشركة السعودية للخدمات الارضية,9-145877,خاص,عملاقة,أنشطة وكالات شركات الطيران,"['Language data', 'اللغة العربية', 'محترف', 'اللغة الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4630.0', 'Benefits', 'بدل التذاكر سنوياً حسب سياسة الشركة', 'التأمين الطبي للموظف والمعالين حسب مجلس الضمان الصحي']",دوام كامل,0 / 50,20202026334930,0,Female,4630.0
688,أخصائي خدمة عملاء,15/05/1444,الشركة السعودية للخدمات الارضية,9-145877,خاص,عملاقة,أنشطة وكالات شركات الطيران,"['Language data', 'اللغة العربية', 'محترف', 'اللغة الانجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4630.0', 'Benefits', 'بدل التذاكر سنوياً حسب سياسة الشركة', 'التأمين الطبي للموظف والمعالين حسب مجلس الضمان الصحي']",دوام كامل,0 / 50,20202026334928,0,Female,4630.0
689,كاتب موارد بشرية,15/05/1444,مؤسسة زهره التويم للمقاولات,1-143568,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026334926,0,Both,5000.0
690,بائع,14/05/1444,مؤسسة ذامأس للتجاره,1-1102019,خاص,صغيرة فئة ب,البيع بالجملة للأدوات الصحية وتمديداتها وسخانات وصهاريج المياه,"['Skill data', 'الحاسب الآلي', 'محترف', 'Language data', 'العربية', 'محترف', 'الانجليزية ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026334701,0,Both,4000.0
691,مهندس مدني,14/05/1444,مؤسسة إتجاة البناء للمقاولات,1-2305641,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,Unknown,الرياض,AR RIYADH...,"['Salary', '7000.0']",دوام كامل,0 / 2,20202026334685,0,Male,7000.0
692,محاسب,14/05/1444,مؤسسة ركاز السعودية التجارية,4-1388898,خاص,صغيرة فئة أ,تسجيل علامات تجارية,"['Skill data', 'التنظيم', 'محترف', 'التواصل', 'محترف', 'العمل مع الفريق', 'محترف', 'البرامج المحاسبية ', 'متوسط', 'برامج الكمبيوتر ', 'محترف', 'Language data', 'الانجليزية ', 'محترف', 'العربية', 'محترف']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026334507,0,Both,4000.0
694,موظف استقبال,14/05/1444,شركة رعايه للتجارة (شركة شخص واحد),1-2000087,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'Language data']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026334219,0,Female,4000.0
695,محاسب,21/05/1444,شركة رزانة لتشغيل الفنادق,13-2001145,خاص,صغيرة فئة ب,Unknown,"['Skill data', 'comsys ', 'متوسط', 'Language data', 'english', 'متوسط', 'Professional certificate \\ License data', 'شهادات خبرة ', 'مفيد']",مكة المكرمة,AL HAFAIR...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026343743,2,Male,6000.0
696,فني تمريض,21/05/1444,مجمع الدكتور أمير حسن زقزوق الطبي,15-1532052,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,Unknown,المنطقة الشرقية,ABRAQIYAH...,"['Salary', '5000.0']",دوام كامل,0 / 8,20202026343667,0,Both,5000.0
697,أخصائي تسويق,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,13-1994887,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,"['Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'بكالوريوس', 'ضروري']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026343473,0,Female,6000.0
698,سكرتير,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,13-1994887,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,"['Language data', 'العربية', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026343452,0,Female,5000.0
699,بائع قطع غيار مركبات,21/05/1444,شركة الفجر الاحمر التجارية,4-2000207,خاص,صغيرة فئة أ,أنشطة أخرى لأنشطة البيع بالجملة والتجزئة لقطع غيار السيارات وتوابعها ، يشمل ( تنجيد السيارات ),Unknown,المنطقة الشرقية,AD DAMMAM...,"['Salary', '5000.0', 'Benefits', 'تأمين طبي ']",دوام كامل,0 / 1,20202026343423,0,Male,5000.0
700,مهندس معماري,21/05/1444,مكتب دار الابتكار للاستشارات الهندسية,13-1994887,خاص,صغيرة فئة ب,الاستشارات الهندسية للطرق والجسور والانفاق,"['Language data', 'العربية', 'محترف', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'ضروري']",مكة المكرمة,MAKKAH AL...,"['Salary', '7000.0']",دوام كامل,0 / 1,20202026343401,0,Male,7000.0
701,سكرتير تنفيذي,21/05/1444,شركة أصداف ابحر العقاريه شركة شخص واحد,9-2032965,خاص,صغيرة فئة ب,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),Unknown,مكة المكرمة,JEDDAH...,"['Salary', '8500.0']",دوام كامل,0 / 1,20202026343272,0,Female,8500.0
702,محاسب تكاليف,21/05/1444,شركة أصداف ابحر العقاريه شركة شخص واحد,9-2032965,خاص,صغيرة فئة ب,إدارة وتاجير العقارات المملوكة أو المؤجرة (سكنية ),Unknown,مكة المكرمة,JEDDAH...,"['Salary', '5500.0']",دوام كامل,0 / 1,20202026343265,2,Male,5500.0
703,مدير صيانة,21/05/1444,شركة الساعد الدولية المحدودة,1-382676,خاص,متوسطة فئة ب,أنشطة خدمات صيانة المباني,"['Language data', 'اللغة الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'شهادة الهيئة السعودية للمهندسين ', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '7500.0']",دوام كامل,0 / 1,20202026342796,2,Male,7500.0
704,بائع ادوات واجهزة منزلية,21/05/1444,شركة الأجهزة الايطالية التجارية,9-1977675,خاص,متوسطة فئة أ,البيع بالتجزئة للأجهزة الالكترونية والكهربائية المنزلية,"['Skill data', 'مهارات التعامل مع العملاء', 'متوسط', 'Language data', 'اللغة العربية', 'متوسط']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'الراتب فى حدود 4000 الى 4500']",دوام كامل,0 / 5,20202026342703,2,Male,4000.0
705,موظف استقبال فندق,20/05/1444,شقق قصر السحاب للشقق المفروشة,15-1972684,خاص,صغيرة فئة أ,الشقق المخدومة,Unknown,المنطقة الشرقية,ATH THUQB...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026342474,0,Female,4000.0
706,مشرف موقع إنشائي,20/05/1444,شركة الصخور العربية للصناعة,1-330053,خاص,صغيرة فئة ب,تركيب وصيانة أجهزة ومعدات الإنذار من الحريق,Unknown,المنطقة الشرقية,AL JUBAIL...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026342431,0,Male,5000.0
707,مهندس حاسب آلي,20/05/1444,شركة درب الشهاب لتقنية المعلومات شركة شخص واحد,1-345360,خاص,متوسطة فئة أ,تقديم خدمات الاستشارات الإدارية العليا,Unknown,الرياض,AR RIYADH...,"['Salary', '5200.0']",دوام كامل,0 / 4,20202026342202,0,Both,5200.0
708,موظف استقبال فندق,20/05/1444,شقق العرين بارك للشقق المخدومة,11-2025334,خاص,صغيرة فئة أ,الوحدات السكنية المفروشة,"['Skill data', 'استخدام الحاسوب', 'محترف', 'Language data', 'العربية + الإنجليزية ', 'محترف']",عسير,ABHA...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026342107,2,Female,4000.0
709,كاتب تذاكر سفر,20/05/1444,وكالة وقت الاجازة للسفر و السياحة,1-1824939,خاص,صغيرة فئة أ,أنشطة وكالات السياحة والسفر,"['Skill data', 'حجز طيران على نظام أماديوس', 'محترف', 'حجوزات فنادق ', 'محترف']",الرياض,AR RIYADH...,"['Salary', '6000.0', 'Benefits', 'تذكرة سنوية ']",دوام كامل,0 / 1,20202026342095,2,Both,6000.0
710,مندوب مبيعات,20/05/1444,شركة ياسر محمد احمد بقشان لوساطة التامين واعادة التامين,9-160776,خاص,صغيرة فئة ب,Unknown,Unknown,الرياض,AR RIYADH...,"['Salary', '4687.0']",دوام كامل,0 / 1,20202026342088,2,Female,4687.0
711,قاطع تذاكر نقل,20/05/1444,وكالة وقت الاجازة للسفر و السياحة,1-1824939,خاص,صغيرة فئة أ,أنشطة وكالات السياحة والسفر,"['Language data', 'اللغة الانجليزية', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026342024,2,Both,5000.0
712,موظف استقبال,20/05/1444,مطعم ورد لتقديم الوجبات,1-1616846,خاص,متوسطة فئة ب,المطاعم مع الخدمة,Unknown,الرياض,AR RIYADH...,"['Salary', '4625.0', 'Benefits', 'بدل مواصلات 375 ريال.', 'فترة عمل وردية واحدة.', 'يومين راحة في الاسبوع.']",دوام كامل,0 / 6,20202026341995,0,Both,4625.0
713,موظف استقبال,20/05/1444,مشغل لمسه زمانك للتزيين النسائي,9-1836019,خاص,صغيرة فئة ب,الصالونات النسائية,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026341920,0,Female,4000.0
714,مدير أوقاف,20/05/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,13-12241,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,"['Skill data', 'إدارة الأوقاف', 'محترف', 'التحصيل ', 'محترف', 'ابتكار المشاريع والاستمار', 'محترف', 'توثيق المستندات', 'محترف', 'الالمام التام بأنظمة هيئة الأوقاف', 'محترف', 'Language data', 'العربية', 'محترف', 'الإنجليزية', 'متوسط']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0', 'Benefits', '1000ريال بدل نقل ويمكن للجنة النظر في المزايا']",دوام كامل,0 / 1,20202026341914,2,Both,6000.0
715,أخصائي قانوني,20/05/1444,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,13-12241,خاص,صغيرة فئة ب,الأنشطة الخيرية ، يشمل: جمع التبرعات أو أنشطة الدعم الأخرى التي تدخل في نطاق العمل الاجتماعي,"['Skill data', 'الالمام التام بالأنظمة والقوانين', 'محترف', 'العلاقات العامة', 'متوسط', 'الترافع والدفاع', 'محترف', 'الدقيق والمراجعة', 'محترف', 'Language data', 'العربية', 'محترف', 'الإنجليزية', 'متوسط', 'Professional certificate \\ License data', 'رخصة محام', 'مفيد', 'الترافع أمام الجهات القضائية', 'مفيد']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0', 'Benefits', '1000 ريال بدل نقل ويمكن للجنة النظر في المزايا']",دوام كامل,0 / 1,20202026341853,2,Both,6000.0
716,بائع اثاث,20/05/1444,شركة ارائك العربية,1-372002,خاص,صغيرة فئة ب,البيع بالجملة لقطع الغيار الخاصة بأجهزة التكييف والتبريد,"['Language data', 'الانجليزيه ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026341840,2,Both,5000.0
717,أخصائي مبيعات,20/05/1444,شركة ارائك العربية,1-372002,خاص,صغيرة فئة ب,البيع بالجملة لقطع الغيار الخاصة بأجهزة التكييف والتبريد,"['Skill data', 'الحاسب الالي ', 'متوسط', 'Language data', 'اللغه الانجليزيه ', 'متوسط', 'Professional certificate \\ License data', 'ادارة اعمال ', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', 'حوافز وعمولات ']",دوام كامل,0 / 2,20202026341801,4,Both,5000.0
718,نادل,20/05/1444,شركة الفصل الخامس للتجارة,2-1963632,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,Unknown,الرياض,AL KHARJ...,"['Salary', '4500.0']",دوام كامل,0 / 2,20202026341795,0,Both,4500.0
719,مساعد إداري,20/05/1444,مؤسسة الورد العربي لتقديم الوجبات,9-1982916,خاص,صغيرة فئة ب,المطاعم مع الخدمة,"['Skill data', 'اجادة استخدام الحاسب الالي', 'متوسط', 'Language data', 'العربية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0', 'Benefits', 'تسجيل بالتأمينات الاجتماعية ', 'تامين طبي ']",دوام كامل,0 / 1,20202026341791,0,Both,4000.0
720,بائع مأكولات ومشروبات,20/05/1444,شركة الفصل الخامس للتجارة,2-1963632,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,Unknown,الرياض,AL KHARJ...,"['Salary', '4500.0']",دوام كامل,0 / 4,20202026341782,0,Male,4500.0
721,مساعد إداري,20/05/1444,شركة الارضيات الدولية للمقاولات شركة شخص واحد,9-1409276,خاص,صغيرة فئة ب,البيع بالتجزئة لأوراق الجدران واغطية الارضيات,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026341716,0,Female,4500.0
722,محلل مبرمج,20/05/1444,شركة كيه لتقنية المعلومات,1-2170928,خاص,صغيرة فئة ب,تصميم المواقع الاكترونية,Unknown,الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026341662,0,Male,8000.0
723,محلل مبرمج,20/05/1444,شركة كيه لتقنية المعلومات,1-2170928,خاص,صغيرة فئة ب,تصميم المواقع الاكترونية,Unknown,الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026341571,0,Male,8000.0
724,مهندس ميكانيكي,20/05/1444,شركة هاني الحوطي وشريكه,15-37507,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),"['Skill data', 'الحاسب الآلي', 'متوسط', 'Language data', 'الإنجليزية', 'محترف', 'Professional certificate \\ License data', 'الهيئة السعودية للمهندسين', 'ضروري']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '6500.0']",دوام كامل,0 / 1,20202026341521,0,Male,6500.0
725,محاسب,20/05/1444,شركة هاني الحوطي وشريكه,15-37507,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),"['Skill data', 'الحاسب الآلي', 'متوسط', 'Language data', 'الإنجليزية', 'محترف']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '6500.0']",دوام كامل,0 / 1,20202026341396,0,Male,6500.0
726,مدير عام,20/05/1444,شركة طاولة سبعة لتقديم الوجبات,9-2113656,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026341037,4,Female,6000.0
727,محاسب,20/05/1444,شركة نجران للتجارة والمقاولات,5-221,خاص,متوسطة فئة ب,إصلاح وصيانة المحطات والشبكات والخطوط الرئيسية لتوزيع المياه,"['Skill data', 'الحاسب الآلي', 'متوسط', 'Language data', 'اللغة الانجليزية ', 'متوسط', 'Professional certificate \\ License data', 'شهادة محاسب', 'ضروري']",المنطقة الشرقية,RAHIMAH...,"['Salary', '5000.0']",دوام كامل,0 / 1,20202026341022,2,Male,5000.0
728,أخصائي خدمة عملاء,20/05/1444,مصنع سلطان فهيد احمد الشهري للصناعة,1-1822460,خاص,صغيرة فئة أ,البيع بالجملة لمستحضرات وصابون التجميل,"['Skill data', 'التحدث بطلاقه ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4500.0']",دوام كامل,0 / 1,20202026340926,2,Both,4500.0
729,معلم ثانوي كيمياء,19/05/1444,مدارس الشمس الاهلية,1-1639647,خاص,متوسطة فئة ب,تشغيل المدارس المستقلة (التعليم الثانوي) بمنهج وطني,"['Skill data', 'الحاسب الآلي', 'متوسط', 'Language data', 'اللغة العربية', 'محترف']",الرياض,AR RIYADH...,"['Salary', '5000.0', 'Benefits', '300 بدل نقل', 'تأمين طبي']",دوام كامل,0 / 1,20202026340718,0,Male,5000.0
