,job_title,job_date,comp_name,comp_no,comp_type,comp_size,eco_activity,qualif,region,city,benefits,contract,positions,job_post_id,experience in years,gender,Salary
278,فني تشغيل محطة غاز,15/04/1444,مصنع وائل حسن فارسي للغازات الصناعية,10-1507992,خاص,صغيرة فئة ب,صناعة المطهرات للاستخدام الزراعي,Unknown,المدينة المنورة,ABA AL BA...,"['Salary', '5000.0']",دوام كامل,0 / 3,20202026247553,0,Both,5000.0
279,مصمم جرافيك,14/04/1444,مؤسسة مقياس الاتقان لتنظيم المعارض والمؤتمرات,1-373509,خاص,صغيرة فئة ب,تنظيم وإدارة المعارض والمؤتمرات,"['Skill data', 'تعذية بصيرة ', 'محترف', 'Language data', 'انجليزي ', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '6500.0', 'Benefits', 'اجازه يومين في الاسبوع', 'خصومات لدى منسوبين', 'ومزايا اخرى تحدد وقت المقابلة الشخصية ']",دوام كامل,0 / 1,20202026247476,4,Female,6500.0
280,عامل مكافحة آفات,14/04/1444,شركة التجارة والخدمات العربية,15-30057,خاص,صغيرة فئة ب,أنشطة التطهير والتبخير لإبادة الحشرات والقوارض,"['Skill data', 'يستطيع التعامل مع  مواقع  خرائط جوجل ', 'متوسط', 'Language data', 'انجليزي', 'متوسط', 'Professional certificate \\ License data', 'عامل فني ', 'مفيد']",الرياض,ABA ASLAB...,"['Salary', '4000.0', 'Benefits', 'يوجد بدل ساعات اضافيه ان لزم الامر']",دوام كامل,0 / 4,20202026247461,0,Male,4000.0
282,مهندس ميكانيكي,22/04/1444,مؤسسة بلدان للمقاولات,9-1967681,خاص,صغيرة فئة ب,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),"['Professional certificate \\ License data', 'عضوية المهندسين', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '5500.0', 'Benefits', 'حسب السيرة الذاتية']",دوام كامل,0 / 2,20202026274107,0,Female,5500.0
283,عامل كاونتر مأكولات ومشروبات,22/04/1444,مقهى تفاني لتقديم المشروبات,9-2086596,خاص,صغيرة فئة أ,محلات تقديم المشروبات ( الكوفي شوب ),"['Skill data', 'الرسم على القهوة', 'متوسط', 'Professional certificate \\ License data', 'شهادة صحية سارة المفعول', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026273855,0,Female,4000.0
284,فني تدفئة وتهوية وتكييف,22/04/1444,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,9-170461,خاص,عملاقة,خدمات جمع النفايات البلدية,"['Professional certificate \\ License data', 'الهيئة العامة للفنين ', 'ضروري']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '5700.0']",دوام كامل,0 / 1,20202026273507,0,Male,5700.0
285,موظف صندوق محاسبة,22/04/1444,مركز اللياقة الحقيقية الرياضي,4-1777222,خاص,صغيرة فئة ب,الصالات والمراكز الرياضية الرجالية,"['Language data', 'انجليزي', 'متوسط']",المنطقة الشرقية,DHAHRAN...,"['Salary', '4434.0', 'Benefits', 'شامل بدل السكن والمواصلات']",دوام كامل,0 / 1,20202026273177,2,Male,4434.0
286,فني أجهزة دقيقة,22/04/1444,مؤسسة القمة السمعية التجارية,9-2114693,خاص,صغيرة فئة ب,البيع بالتجزئة للأجهزة والمعدات والمستلزمات الطبية,"['Skill data', 'فهم الاجهزة الالكترونية الدقيقة', 'متوسط', 'Language data', 'العربية', 'محترف', 'الانجليزية', 'متوسط', 'Professional certificate \\ License data', 'فني اجهزة دقيقة الكترونيات ', 'ضروري']",مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026272573,2,Both,4000.0
287,أخصائي مبيعات,21/04/1444,شركة عالم المحركات للتجارة (شركة شخص واحد),15-1961070,خاص,متوسطة فئة أ,تلميع السيارات (البوليش),Unknown,المنطقة الشرقية,AL MUBARR...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026271844,2,Male,4000.0
288,محاسب,21/04/1444,شركة جنان العقاريه,15-24638,خاص,صغيرة فئة ب,أنشطة إدارة العقارات مقابل عمولة,"['Language data', 'الإنجليزية', 'محترف']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026271523,0,Male,6000.0
290,فني مختبر طبي,21/04/1444,مجمع شفاء طيبة الطبي,10-105130,خاص,متوسطة فئة أ,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,Unknown,المدينة المنورة,AL MADINA...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026270962,0,Female,4000.0
291,مدير تقنية معلومات,20/04/1444,شركة التربه والاساسات المحدوده شركة شخص واحد,9-9734,خاص,كبيرة,مختبرات القياس والمعايرة والتحقق,"['Skill data', 'لديه خبره عالية في تقنية المعلومات', 'محترف', 'Language data', 'ENGLISH', 'محترف', 'Professional certificate \\ License data', 'ITIL او MS SCCM', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '10000.0', 'Benefits', 'تأمين طبي للموظف ولأفراد اسرتة - بدل مواصلات']",دوام كامل,0 / 1,20202026270339,4,Male,10000.0
292,رئيس منظمة غير ربحية,20/04/1444,جمعية يسر للتنمية الأسرية,13-1974514,خاص,صغيرة فئة أ,المؤسسات والهيئات الدينية غير ما ذكر فيما سبق .,"['Skill data', 'الادارة والحوكمة في اقطاع غير الربحي ', 'محترف', 'Language data', 'الانجليزية ', 'متوسط', 'Professional certificate \\ License data', 'بكالوريس إدارةأعمال ', 'مفيد']",مكة المكرمة,MAKKAH AL...,"['Salary', '6000.0', 'Benefits', 'بعد المقابلة الشخصية ']",دوام كامل,0 / 1,20202026269743,4,Female,6000.0
293,محاسب,20/04/1444,خالد آرت للصناعة,4-1983236,خاص,صغيرة فئة ب,صناعة المطابخ من الخشب والألمنيوم الخ,"['Skill data', 'استخدام البرامج المحاسبية', 'متوسط', 'Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '6000.0']",دوام كامل,0 / 1,20202026269428,2,Female,6000.0
294,مدرس لغة أجنبية,20/04/1444,المعهد العالي السعودي الياباني للسيارات,9-31975,خاص,متوسطة فئة أ,معاهد الشراكات الاستراتيجية,"['Skill data', 'تدريس الغة الإنجليزية', 'محترف', 'Language data', 'الغة الإنجليزية', 'محترف']",مكة المكرمة,JEDDAH...,"['Salary', '5000.0']",دوام كامل,0 / 2,20202026269027,2,Male,5000.0
295,موظف استقبال,19/04/1444,مركز راحت العضلة للمساج,27-1960017,خاص,صغيرة فئة ب,مراكز الاسترخاء والعناية الشخصية,"['Language data', 'العربية', 'محترف']",القصيم,AL BADAI'...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026268159,0,Both,4000.0
296,أخصائي تسويق,15/04/1444,شركة أسيس يور للمحاماة والاستشارات القانونية,1-2268186,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,"['Skill data', 'خبرة في الحاسب الالي وادارة المواقع الالكترونية', 'محترف', 'Language data', 'العربية والانجليزية', 'متوسط', 'Professional certificate \\ License data', 'لايلزم', 'مفيد']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026247572,4,Male,4000.0
297,طبيب أسنان عام,14/04/1444,مجمع الخريف الطبي,1-4164,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,"['Professional certificate \\ License data', 'الهيئة السعودية للتخصصات الصحية', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '8000.0']",دوام كامل,0 / 1,20202026247411,2,Female,8000.0
298,مدير عام,14/04/1444,مؤسسة ألفا جروب للتجارة,1-1638956,خاص,صغيرة فئة أ,البيع بالجملة للهدايا والكماليات,"['Skill data', 'التواصل و علاقات العمل', 'محترف', 'Language data', 'الانجليزية', 'محترف', 'Professional certificate \\ License data', 'ترخيص مزاولة مهنة', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '10000.0']",دوام كامل,0 / 1,20202026247228,2,Both,10000.0
299,أخصائي تسويق,14/04/1444,شركة مركز العام الفني والسلامة للتدريب,4-92045,خاص,صغيرة فئة ب,معاهد التدريب الإداري,"['Skill data', 'تطبيقات الحاسب', 'محترف', 'التواصل مع العملاء', 'محترف', 'التصميم والابداع', 'متوسط', 'العمل الجماعي ', 'متوسط', 'Language data', 'الانجليزية', 'محترف', 'العربية', 'محترف']",المنطقة الشرقية,AD DAMMAM...,"['Salary', '6500.0', 'Benefits', 'بدلات اخرى +بدل مواصلات']",دوام كامل,0 / 1,20202026247128,2,Female,6500.0
300,موظف صندوق محاسبة,14/04/1444,مؤسسة حفلة الألعاب التجارية,1-1504291,خاص,متوسطة فئة أ,البيع بالجملة لالعاب الأطفال,Unknown,الرياض,AR RIYADH...,"['Salary', '5000.0']",دوام كامل,0 / 4,20202026246887,0,Both,5000.0
301,سائق سيارة,14/04/1444,شركه العرفج للتجاره والاستيراد,1-161076,خاص,متوسطة فئة ج,وكلاء البيع في مستحضرات التجميل,"['Professional certificate \\ License data', 'رخصة قيادة', 'ضروري']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 3,20202026246866,2,Male,4000.0
302,مندوب مبيعات,14/04/1444,شركه العرفج للتجاره والاستيراد,1-161076,خاص,متوسطة فئة ج,وكلاء البيع في مستحضرات التجميل,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0', 'Benefits', 'عمولة مبيعات ']",دوام كامل,0 / 3,20202026246847,0,Female,4000.0
303,سائق سيارة,14/04/1444,مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,10-1996260,خاص,صغيرة فئة أ,النقل البري للبضائع,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6000.0', 'Benefits', 'نسبة الخصم ال10% من التأمينات الاجتماعية مستردة للموظف']",دوام كامل,0 / 50,20202026246781,0,Male,6000.0
304,سائق سيارة,14/04/1444,مؤسسة ابراهيم يوسف ابراهيم كويتي للنقل,10-1996260,خاص,صغيرة فئة أ,النقل البري للبضائع,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '6000.0', 'Benefits', 'نسبة الخصم ال10% من التأمينات الاجتماعية مستردة للموظف']",دوام كامل,0 / 50,20202026246772,0,Female,6000.0
305,أخصائي مبيعات,14/04/1444,توكيلات عبدالله جارالله للتجارة والاستيراد,9-15759,خاص,صغيرة فئة ب,البيع بالجملة للماكينات المحاسبية والإحصائية والكتابية ومعدات المكاتب ولوازمها,"['Language data', 'الانجليزيه', 'متوسط']",المنطقة الشرقية,AL KHUBAR...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026246622,0,Male,4000.0
306,أخصائي مبيعات,14/04/1444,توكيلات عبدالله جارالله للتجارة والاستيراد,9-15759,خاص,صغيرة فئة ب,البيع بالجملة للماكينات المحاسبية والإحصائية والكتابية ومعدات المكاتب ولوازمها,"['Language data', 'الانجليزيه', 'متوسط']",الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026246607,0,Male,4000.0
307,أخصائي مبيعات,14/04/1444,توكيلات عبدالله جارالله للتجارة والاستيراد,9-15759,خاص,صغيرة فئة ب,البيع بالجملة للماكينات المحاسبية والإحصائية والكتابية ومعدات المكاتب ولوازمها,Unknown,مكة المكرمة,JEDDAH...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026246592,0,Male,4000.0
308,بائع,14/04/1444,مؤسسة الخليج العربي لقطع الغيار,20-33867,خاص,صغيرة فئة ب,البيع بالجملة والتجزئة لاجزاء وتوابع المركبات لم ترد فيما سبق,Unknown,الباحة,SHIBRIQAH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026246541,0,Male,4000.0
309,مدير علاقات الأفراد,14/04/1444,شركة المطار العربي للخدمات التجارية شركة شخص واحد,1-1553726,خاص,متوسطة فئة أ,البيع بالجملة عن طريق الانترنت,Unknown,الرياض,AR RIYADH...,"['Salary', '13889.0']",دوام كامل,0 / 1,20202026246474,4,Both,13889.0
310,بائع,14/04/1444,مؤسسة مهدي بن ناشي بن سفران الحجيلي التجارية,10-64171,خاص,صغيرة فئة ب,البيع بالجملة للأدوات الصحية وتمديداتها وسخانات وصهاريج المياه,Unknown,المدينة المنورة,AL MADINA...,"['Salary', '4000.0']",دوام كامل,0 / 2,20202026246400,0,Male,4000.0
311,مدخل بيانات,14/04/1444,شركة المطار العربي للخدمات التجارية شركة شخص واحد,1-1553726,خاص,متوسطة فئة أ,البيع بالجملة عن طريق الانترنت,Unknown,الرياض,AR RIYADH...,"['Salary', '4444.0']",دوام كامل,0 / 4,20202026246327,0,Male,4444.0
312,مدخل بيانات,14/04/1444,شركة المطار العربي للخدمات التجارية شركة شخص واحد,1-1553726,خاص,متوسطة فئة أ,البيع بالجملة عن طريق الانترنت,Unknown,الرياض,AR RIYADH...,"['Salary', '4800.0']",دوام كامل,0 / 4,20202026246286,0,Both,4800.0
313,محاسب,14/04/1444,جمعية ريادة لبناء وتطوير القدرات الشبابية,13-1999179,خاص,صغيرة فئة أ,المؤسسات والهيئات الدينية غير ما ذكر فيما سبق .,"['Skill data', 'البرامج المحاسبية', 'محترف']",مكة المكرمة,MAKKAH AL...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026246188,2,Both,4000.0
314,مساعد معلم,14/04/1444,شركة اكسيل انترناشيونال انك السعودية للتعليم شركة شخص واحد,15-1944116,خاص,متوسطة فئة ب,مراكز الإشراف والتدريب التربوي الأهلي,"['Language data', 'الانجليزية', 'متوسط']",المنطقة الشرقية,DHAHRAN...,"['Salary', '5000.0', 'Benefits', '- تأمين طبي ', '- دوات تدريبيه وتطويريه']",دوام كامل,0 / 10,20202026246140,2,Female,5000.0
315,موظف استقبال,13/04/1444,مشغل زاوية أطياف للتزيين النسائي,1-1764517,خاص,صغيرة فئة أ,الصالونات النسائية,Unknown,الرياض,AR RIYADH...,"['Salary', '4000.0']",دوام كامل,0 / 1,20202026245626,2,Female,4000.0
